Year,Visitor,Visitor_PTS,Home,Home_PTS,Winner
2017,Oklahoma City Thunder,125,Houston Rockets,137.0,H
2017,Philadelphia 76ers,94,Indiana Pacers,107.0,H
2017,Sacramento Kings,98,Los Angeles Clippers,97.0,A
2017,Portland Trail Blazers,97,Los Angeles Lakers,81.0,A
2017,Chicago Bulls,109,Milwaukee Bucks,94.0,A
2017,Oklahoma City Thunder,92,Dallas Mavericks,91.0,A
2017,Detroit Pistons,95,New York Knicks,109.0,H
2017,Memphis Grizzlies,90,Sacramento Kings,91.0,H
2017,Cleveland Cavaliers,74,San Antonio Spurs,103.0,H
2017,Orlando Magic,112,Toronto Raptors,131.0,H
2017,New Orleans Pelicans,100,Utah Jazz,108.0,H
2017,Phoenix Suns,91,Atlanta Hawks,95.0,H
2017,Philadelphia 76ers,106,Brooklyn Nets,101.0,A
2017,Milwaukee Bucks,118,Charlotte Hornets,108.0,A
2017,Miami Heat,97,Detroit Pistons,96.0,A
2017,Golden State Warriors,113,Houston Rockets,106.0,A
2017,Minnesota Timberwolves,115,Indiana Pacers,114.0,A
2017,Washington Wizards,119,Los Angeles Lakers,108.0,A
2017,Denver Nuggets,113,Portland Trail Blazers,122.0,H
2017,Milwaukee Bucks,103,Boston Celtics,100.0,A
2017,Washington Wizards,124,Los Angeles Clippers,133.0,H
2017,Indiana Pacers,97,Memphis Grizzlies,110.0,H
2017,Dallas Mavericks,118,New Orleans Pelicans,121.0,H
2017,Miami Heat,105,New York Knicks,88.0,A
2017,Oklahoma City Thunder,114,Orlando Magic,106.0,A
2017,Atlanta Hawks,99,Philadelphia 76ers,92.0,A
2017,Utah Jazz,112,Sacramento Kings,82.0,A
2017,Golden State Warriors,110,San Antonio Spurs,98.0,A
2017,Charlotte Hornets,110,Toronto Raptors,106.0,A
2017,Cleveland Cavaliers,93,Chicago Bulls,99.0,H
2017,Brooklyn Nets,89,Detroit Pistons,90.0,H
2017,Los Angeles Lakers,104,Minnesota Timberwolves,119.0,H
2017,Los Angeles Clippers,124,Phoenix Suns,118.0,A
2017,Houston Rockets,107,Portland Trail Blazers,117.0,H
2017,Orlando Magic,116,Boston Celtics,117.0,H
2017,Denver Nuggets,114,Charlotte Hornets,122.0,H
2017,Philadelphia 76ers,105,Cleveland Cavaliers,122.0,H
2017,Houston Rockets,98,Golden State Warriors,107.0,H
2017,Dallas Mavericks,90,Memphis Grizzlies,99.0,H
2017,New York Knicks,98,Miami Heat,94.0,A
2017,Detroit Pistons,105,Milwaukee Bucks,108.0,H
2017,Sacramento Kings,89,New Orleans Pelicans,117.0,H
2017,San Antonio Spurs,100,Oklahoma City Thunder,95.0,A
2017,Indiana Pacers,100,Toronto Raptors,111.0,H
2017,Washington Wizards,88,Utah Jazz,95.0,H
2017,Orlando Magic,111,Brooklyn Nets,121.0,H
2017,Atlanta Hawks,104,Chicago Bulls,106.0,H
2017,Los Angeles Lakers,104,Los Angeles Clippers,115.0,H
2017,Sacramento Kings,123,Minnesota Timberwolves,117.0,A
2017,Phoenix Suns,117,Portland Trail Blazers,130.0,H
2017,Atlanta Hawks,82,Brooklyn Nets,91.0,H
2017,Indiana Pacers,130,Cleveland Cavaliers,135.0,H
2017,Washington Wizards,115,Golden State Warriors,139.0,H
2017,Memphis Grizzlies,103,Los Angeles Lakers,108.0,H
2017,Denver Nuggets,116,Miami Heat,113.0,A
2017,Dallas Mavericks,109,Milwaukee Bucks,105.0,A
2017,Chicago Bulls,117,New Orleans Pelicans,110.0,A
2017,Boston Celtics,110,New York Knicks,94.0,A
2017,Charlotte Hornets,113,Oklahoma City Thunder,101.0,A
2017,Houston Rockets,123,Phoenix Suns,116.0,A
2017,Utah Jazz,103,San Antonio Spurs,109.0,H
2017,Philadelphia 76ers,105,Toronto Raptors,113.0,H
2017,Portland Trail Blazers,109,Minnesota Timberwolves,110.0,H
2017,Orlando Magic,102,Cleveland Cavaliers,122.0,H
2017,Minnesota Timberwolves,107,Golden State Warriors,121.0,H
2017,Toronto Raptors,90,Indiana Pacers,108.0,H
2017,Denver Nuggets,134,New Orleans Pelicans,131.0,A
2017,Chicago Bulls,91,New York Knicks,100.0,H
2017,Milwaukee Bucks,79,Oklahoma City Thunder,110.0,H
2017,Brooklyn Nets,141,Philadelphia 76ers,118.0,A
2017,Dallas Mavericks,87,Sacramento Kings,98.0,H
2017,Memphis Grizzlies,89,San Antonio Spurs,95.0,H
2017,Portland Trail Blazers,87,Utah Jazz,106.0,H
2017,Charlotte Hornets,111,Washington Wizards,118.0,H
2017,Cleveland Cavaliers,114,Boston Celtics,91.0,A
2017,Miami Heat,112,Charlotte Hornets,99.0,A
2017,Toronto Raptors,105,Detroit Pistons,102.0,A
2017,Denver Nuggets,104,Houston Rockets,110.0,H
2017,Dallas Mavericks,101,Los Angeles Clippers,112.0,H
2017,Oklahoma City Thunder,103,Memphis Grizzlies,100.0,A
2017,Golden State Warriors,120,Phoenix Suns,111.0,A
2017,Los Angeles Lakers,102,San Antonio Spurs,95.0,A
2017,Boston Celtics,116,Atlanta Hawks,123.0,H
2017,Milwaukee Bucks,89,Indiana Pacers,104.0,H
2017,Washington Wizards,106,New York Knicks,103.0,A
2017,Brooklyn Nets,107,Orlando Magic,115.0,H
2017,Chicago Bulls,102,Philadelphia 76ers,90.0,A
2017,Minnesota Timberwolves,98,Portland Trail Blazers,105.0,H
2017,Atlanta Hawks,114,Cleveland Cavaliers,100.0,A
2017,San Antonio Spurs,102,Dallas Mavericks,89.0,A
2017,New Orleans Pelicans,106,Denver Nuggets,122.0,H
2017,Detroit Pistons,114,Houston Rockets,109.0,A
2017,Sacramento Kings,94,Los Angeles Lakers,98.0,H
2017,New York Knicks,88,Memphis Grizzlies,101.0,H
2017,Oklahoma City Thunder,99,Phoenix Suns,120.0,H
2017,Miami Heat,94,Toronto Raptors,96.0,H
2017,Minnesota Timberwolves,113,Utah Jazz,120.0,H
2017,Chicago Bulls,106,Brooklyn Nets,107.0,H
2017,Boston Celtics,121,Charlotte Hornets,114.0,A
2017,New Orleans Pelicans,101,Golden State Warriors,123.0,H
2017,Indiana Pacers,127,Orlando Magic,112.0,A
2017,Milwaukee Bucks,90,Philadelphia 76ers,82.0,A
2017,Utah Jazz,86,Portland Trail Blazers,101.0,H
2017,Los Angeles Clippers,98,San Antonio Spurs,87.0,A
2017,Miami Heat,106,Washington Wizards,103.0,A
2017,Cleveland Cavaliers,125,Atlanta Hawks,126.0,H
2017,Oklahoma City Thunder,106,Denver Nuggets,105.0,A
2017,Minnesota Timberwolves,109,Los Angeles Lakers,110.0,H
2017,Detroit Pistons,103,Memphis Grizzlies,90.0,A
2017,Toronto Raptors,110,New York Knicks,97.0,A
2017,Dallas Mavericks,111,Phoenix Suns,124.0,H
2017,Houston Rockets,135,Sacramento Kings,128.0,A
2017,Brooklyn Nets,105,Boston Celtics,114.0,H
2017,Orlando Magic,75,Chicago Bulls,122.0,H
2017,Washington Wizards,105,Detroit Pistons,101.0,A
2017,Utah Jazz,105,Golden State Warriors,99.0,A
2017,Houston Rockets,96,Los Angeles Clippers,125.0,H
2017,Cleveland Cavaliers,121,Miami Heat,124.0,H
2017,Charlotte Hornets,79,Milwaukee Bucks,89.0,H
2017,Indiana Pacers,120,Philadelphia 76ers,111.0,A
2017,San Antonio Spurs,98,Portland Trail Blazers,99.0,H
2017,Charlotte Hornets,76,Atlanta Hawks,103.0,H
2017,Denver Nuggets,109,Dallas Mavericks,91.0,A
2017,New Orleans Pelicans,96,Los Angeles Lakers,108.0,H
2017,Oklahoma City Thunder,100,Minnesota Timberwolves,98.0,A
2017,Phoenix Suns,104,Sacramento Kings,129.0,H
2017,Milwaukee Bucks,94,Boston Celtics,112.0,H
2017,Brooklyn Nets,73,Chicago Bulls,112.0,H
2017,Toronto Raptors,98,Cleveland Cavaliers,83.0,A
2017,Los Angeles Lakers,94,Golden State Warriors,109.0,H
2017,Minnesota Timberwolves,118,Houston Rockets,123.0,H
2017,Atlanta Hawks,86,Indiana Pacers,104.0,H
2017,Sacramento Kings,95,Los Angeles Clippers,115.0,H
2017,Dallas Mavericks,100,Memphis Grizzlies,93.0,A
2017,Washington Wizards,102,Miami Heat,110.0,H
2017,Philadelphia 76ers,113,New York Knicks,114.0,H
2017,Denver Nuggets,111,Oklahoma City Thunder,105.0,A
2017,Detroit Pistons,109,Orlando Magic,113.0,H
2017,New Orleans Pelicans,103,Portland Trail Blazers,100.0,A
2017,San Antonio Spurs,97,Utah Jazz,101.0,H
2017,Indiana Pacers,108,Cleveland Cavaliers,109.0,H
2017,Utah Jazz,97,Los Angeles Clippers,95.0,A
2017,Memphis Grizzlies,82,San Antonio Spurs,111.0,H
2017,Milwaukee Bucks,97,Toronto Raptors,83.0,A
2017,Chicago Bulls,106,Boston Celtics,102.0,A
2017,Portland Trail Blazers,109,Golden State Warriors,121.0,H
2017,Oklahoma City Thunder,87,Houston Rockets,118.0,H
2017,Atlanta Hawks,107,Washington Wizards,114.0,H
2017,Indiana Pacers,111,Cleveland Cavaliers,117.0,H
2017,Memphis Grizzlies,82,San Antonio Spurs,96.0,H
2017,Chicago Bulls,111,Boston Celtics,97.0,A
2017,Utah Jazz,91,Los Angeles Clippers,99.0,H
2017,Milwaukee Bucks,100,Toronto Raptors,106.0,H
2017,Portland Trail Blazers,81,Golden State Warriors,110.0,H
2017,Oklahoma City Thunder,111,Houston Rockets,115.0,H
2017,Atlanta Hawks,101,Washington Wizards,109.0,H
2017,Cleveland Cavaliers,119,Indiana Pacers,114.0,A
2017,San Antonio Spurs,94,Memphis Grizzlies,105.0,H
2017,Toronto Raptors,77,Milwaukee Bucks,104.0,H
2017,Boston Celtics,104,Chicago Bulls,87.0,A
2017,Houston Rockets,113,Oklahoma City Thunder,115.0,H
2017,Los Angeles Clippers,111,Utah Jazz,106.0,A
2017,Washington Wizards,98,Atlanta Hawks,116.0,H
2017,San Antonio Spurs,108,Memphis Grizzlies,110.0,H
2017,Toronto Raptors,87,Milwaukee Bucks,76.0,A
2017,Golden State Warriors,119,Portland Trail Blazers,113.0,A
2017,Boston Celtics,104,Chicago Bulls,95.0,A
2017,Cleveland Cavaliers,106,Indiana Pacers,102.0,A
2017,Houston Rockets,113,Oklahoma City Thunder,109.0,A
2017,Los Angeles Clippers,98,Utah Jazz,105.0,H
2017,Washington Wizards,101,Atlanta Hawks,111.0,H
2017,Golden State Warriors,128,Portland Trail Blazers,103.0,A
2017,Milwaukee Bucks,93,Toronto Raptors,118.0,H
2017,Oklahoma City Thunder,99,Houston Rockets,105.0,H
2017,Utah Jazz,96,Los Angeles Clippers,92.0,A
2017,Memphis Grizzlies,103,San Antonio Spurs,116.0,H
2017,Chicago Bulls,97,Boston Celtics,108.0,H
2017,Atlanta Hawks,99,Washington Wizards,103.0,H
2017,San Antonio Spurs,103,Memphis Grizzlies,96.0,A
2017,Toronto Raptors,92,Milwaukee Bucks,89.0,A
2017,Washington Wizards,115,Atlanta Hawks,99.0,A
2017,Boston Celtics,105,Chicago Bulls,83.0,A
2017,Los Angeles Clippers,98,Utah Jazz,93.0,A
2017,Washington Wizards,111,Boston Celtics,123.0,H
2017,Utah Jazz,104,Los Angeles Clippers,91.0,A
2017,Toronto Raptors,105,Cleveland Cavaliers,116.0,H
2017,Houston Rockets,126,San Antonio Spurs,99.0,A
2017,Washington Wizards,119,Boston Celtics,129.0,H
2017,Utah Jazz,94,Golden State Warriors,106.0,H
2017,Toronto Raptors,103,Cleveland Cavaliers,125.0,H
2017,Houston Rockets,96,San Antonio Spurs,121.0,H
2017,Utah Jazz,104,Golden State Warriors,115.0,H
2017,Boston Celtics,89,Washington Wizards,116.0,H
2017,San Antonio Spurs,103,Houston Rockets,92.0,A
2017,Cleveland Cavaliers,115,Toronto Raptors,94.0,A
2017,Golden State Warriors,102,Utah Jazz,91.0,A
2017,San Antonio Spurs,104,Houston Rockets,125.0,H
2017,Cleveland Cavaliers,109,Toronto Raptors,102.0,A
2017,Boston Celtics,102,Washington Wizards,121.0,H
2017,Golden State Warriors,121,Utah Jazz,95.0,A
2017,Houston Rockets,107,San Antonio Spurs,110.0,H
2017,Washington Wizards,101,Boston Celtics,123.0,H
2017,San Antonio Spurs,114,Houston Rockets,75.0,A
2017,Boston Celtics,91,Washington Wizards,92.0,H
2017,San Antonio Spurs,111,Golden State Warriors,113.0,H
2017,Washington Wizards,105,Boston Celtics,115.0,H
2017,San Antonio Spurs,100,Golden State Warriors,136.0,H
2017,Cleveland Cavaliers,117,Boston Celtics,104.0,A
2017,Cleveland Cavaliers,130,Boston Celtics,86.0,A
2017,Golden State Warriors,120,San Antonio Spurs,108.0,A
2017,Boston Celtics,111,Cleveland Cavaliers,108.0,A
2017,Golden State Warriors,129,San Antonio Spurs,115.0,A
2017,Boston Celtics,99,Cleveland Cavaliers,112.0,H
2017,Cleveland Cavaliers,135,Boston Celtics,102.0,A
2017,Cleveland Cavaliers,91,Golden State Warriors,113.0,H
2017,Cleveland Cavaliers,113,Golden State Warriors,132.0,H
2017,Golden State Warriors,118,Cleveland Cavaliers,113.0,A
2017,Golden State Warriors,116,Cleveland Cavaliers,137.0,H
2017,Cleveland Cavaliers,120,Golden State Warriors,129.0,H
2017,Boston Celtics,99,Cleveland Cavaliers,102.0,H
2017,Houston Rockets,122,Golden State Warriors,121.0,A
2017,Milwaukee Bucks,108,Boston Celtics,100.0,A
2017,Atlanta Hawks,117,Dallas Mavericks,111.0,A
2017,Charlotte Hornets,90,Detroit Pistons,102.0,H
2017,Brooklyn Nets,131,Indiana Pacers,140.0,H
2017,New Orleans Pelicans,91,Memphis Grizzlies,103.0,H
2017,Miami Heat,109,Orlando Magic,116.0,H
2017,Portland Trail Blazers,124,Phoenix Suns,76.0,A
2017,Houston Rockets,105,Sacramento Kings,100.0,A
2017,Minnesota Timberwolves,99,San Antonio Spurs,107.0,H
2017,Denver Nuggets,96,Utah Jazz,106.0,H
2017,Philadelphia 76ers,115,Washington Wizards,120.0,H
2017,Los Angeles Clippers,108,Los Angeles Lakers,92.0,A
2017,New York Knicks,84,Oklahoma City Thunder,105.0,H
2017,Chicago Bulls,100,Toronto Raptors,117.0,H
2017,Orlando Magic,121,Brooklyn Nets,126.0,H
2017,Atlanta Hawks,91,Charlotte Hornets,109.0,H
2017,Sacramento Kings,93,Dallas Mavericks,88.0,A
2017,Portland Trail Blazers,114,Indiana Pacers,96.0,A
2017,Cleveland Cavaliers,116,Milwaukee Bucks,97.0,A
2017,Utah Jazz,97,Minnesota Timberwolves,100.0,H
2017,Golden State Warriors,128,New Orleans Pelicans,120.0,A
2017,Boston Celtics,102,Philadelphia 76ers,92.0,A
2017,Los Angeles Lakers,132,Phoenix Suns,130.0,A
2017,Detroit Pistons,111,Washington Wizards,115.0,H
2017,San Antonio Spurs,87,Chicago Bulls,77.0,A
2017,Orlando Magic,114,Cleveland Cavaliers,93.0,A
2017,Sacramento Kings,79,Denver Nuggets,96.0,H
2017,Dallas Mavericks,91,Houston Rockets,107.0,H
2017,Phoenix Suns,88,Los Angeles Clippers,130.0,H
2017,Golden State Warriors,101,Memphis Grizzlies,111.0,H
2017,Indiana Pacers,108,Miami Heat,112.0,H
2017,Portland Trail Blazers,110,Milwaukee Bucks,113.0,H
2017,Detroit Pistons,111,New York Knicks,107.0,A
2017,Philadelphia 76ers,94,Toronto Raptors,128.0,H
2017,Oklahoma City Thunder,87,Utah Jazz,96.0,H
2017,Atlanta Hawks,104,Brooklyn Nets,116.0,H
2017,New Orleans Pelicans,119,Los Angeles Lakers,112.0,A
2017,Minnesota Timberwolves,115,Oklahoma City Thunder,113.0,A
2017,Golden State Warriors,133,Dallas Mavericks,103.0,A
2017,Washington Wizards,109,Denver Nuggets,104.0,A
2017,Philadelphia 76ers,97,Detroit Pistons,86.0,A
2017,Memphis Grizzlies,98,Houston Rockets,90.0,A
2017,Atlanta Hawks,93,Miami Heat,104.0,H
2017,Charlotte Hornets,94,Milwaukee Bucks,103.0,H
2017,Sacramento Kings,115,Phoenix Suns,117.0,H
2017,Toronto Raptors,97,San Antonio Spurs,101.0,H
2017,New York Knicks,89,Boston Celtics,110.0,H
2017,Chicago Bulls,112,Cleveland Cavaliers,119.0,H
2017,Utah Jazz,84,Los Angeles Clippers,102.0,H
2017,Indiana Pacers,130,Minnesota Timberwolves,107.0,A
2017,Brooklyn Nets,121,Orlando Magic,125.0,H
2017,New Orleans Pelicans,93,Portland Trail Blazers,103.0,H
2017,Cleveland Cavaliers,107,Brooklyn Nets,112.0,H
2017,Denver Nuggets,93,Charlotte Hornets,110.0,H
2017,Memphis Grizzlies,94,Dallas Mavericks,103.0,H
2017,Minnesota Timberwolves,101,Detroit Pistons,122.0,H
2017,Toronto Raptors,112,Golden State Warriors,117.0,H
2017,Washington Wizards,99,Los Angeles Lakers,102.0,H
2017,San Antonio Spurs,117,Miami Heat,100.0,A
2017,Indiana Pacers,96,Oklahoma City Thunder,114.0,H
2017,Houston Rockets,105,Philadelphia 76ers,104.0,A
2017,Utah Jazz,88,Phoenix Suns,97.0,H
2017,Atlanta Hawks,86,Chicago Bulls,91.0,H
2017,Dallas Mavericks,91,Memphis Grizzlies,96.0,H
2017,Boston Celtics,96,Milwaukee Bucks,89.0,A
2017,Los Angeles Clippers,104,Portland Trail Blazers,103.0,A
2017,New Orleans Pelicans,114,Sacramento Kings,106.0,A
2017,Denver Nuggets,105,Atlanta Hawks,100.0,A
2017,Houston Rockets,109,Charlotte Hornets,93.0,A
2017,Washington Wizards,117,Golden State Warriors,120.0,H
2017,Toronto Raptors,101,Los Angeles Lakers,92.0,A
2017,Oklahoma City Thunder,116,Minnesota Timberwolves,119.0,H
2017,Brooklyn Nets,86,New York Knicks,107.0,H
2017,San Antonio Spurs,87,Orlando Magic,114.0,H
2017,Oklahoma City Thunder,101,Chicago Bulls,69.0,A
2017,Philadelphia 76ers,112,Dallas Mavericks,110.0,A
2017,Detroit Pistons,95,Los Angeles Clippers,87.0,A
2017,Houston Rockets,89,Memphis Grizzlies,103.0,H
2017,Boston Celtics,96,Miami Heat,90.0,A
2017,Cleveland Cavaliers,101,New Orleans Pelicans,123.0,H
2017,Phoenix Suns,107,Portland Trail Blazers,114.0,H
2017,Los Angeles Lakers,81,Utah Jazz,96.0,H
2017,Milwaukee Bucks,117,Atlanta Hawks,106.0,A
2017,Denver Nuggets,124,Brooklyn Nets,111.0,A
2017,Orlando Magic,113,Charlotte Hornets,120.0,H
2017,New York Knicks,114,Cleveland Cavaliers,95.0,A
2017,Detroit Pistons,115,Golden State Warriors,107.0,A
2017,San Antonio Spurs,94,Indiana Pacers,97.0,H
2017,Washington Wizards,110,Sacramento Kings,83.0,A
2017,San Antonio Spurs,94,Boston Celtics,108.0,H
2017,Philadelphia 76ers,115,Houston Rockets,107.0,A
2017,Golden State Warriors,141,Los Angeles Clippers,113.0,A
2017,Charlotte Hornets,104,Memphis Grizzlies,99.0,A
2017,Minnesota Timberwolves,125,Miami Heat,122.0,A
2017,Orlando Magic,115,New Orleans Pelicans,99.0,A
2017,Denver Nuggets,110,New York Knicks,116.0,H
2017,Toronto Raptors,99,Portland Trail Blazers,85.0,A
2017,Dallas Mavericks,89,Utah Jazz,104.0,H
2017,Phoenix Suns,122,Brooklyn Nets,114.0,A
2017,Sacramento Kings,83,Indiana Pacers,101.0,H
2017,Detroit Pistons,93,Los Angeles Lakers,113.0,H
2017,Oklahoma City Thunder,110,Milwaukee Bucks,91.0,A
2017,Sacramento Kings,86,Boston Celtics,113.0,H
2017,Milwaukee Bucks,121,Charlotte Hornets,126.0,H
2017,Indiana Pacers,124,Cleveland Cavaliers,107.0,A
2017,Toronto Raptors,111,Denver Nuggets,129.0,H
2017,Dallas Mavericks,98,Los Angeles Clippers,119.0,H
2017,Orlando Magic,101,Memphis Grizzlies,99.0,A
2017,Chicago Bulls,91,Miami Heat,97.0,H
2017,Minnesota Timberwolves,104,New Orleans Pelicans,98.0,A
2017,Houston Rockets,119,New York Knicks,97.0,A
2017,Atlanta Hawks,109,Philadelphia 76ers,119.0,H
2017,Portland Trail Blazers,103,Utah Jazz,112.0,H
2017,Phoenix Suns,122,Washington Wizards,116.0,A
2017,Los Angeles Lakers,110,Portland Trail Blazers,113.0,H
2017,Golden State Warriors,112,San Antonio Spurs,92.0,A
2017,Houston Rockets,119,Atlanta Hawks,104.0,A
2017,New Orleans Pelicans,99,Dallas Mavericks,94.0,A
2017,Miami Heat,94,Denver Nuggets,95.0,H
2017,Milwaukee Bucks,96,Detroit Pistons,105.0,H
2017,Brooklyn Nets,112,Los Angeles Lakers,124.0,H
2017,Phoenix Suns,107,New York Knicks,120.0,H
2017,Boston Celtics,101,Oklahoma City Thunder,94.0,A
2017,Chicago Bulls,105,Orlando Magic,83.0,A
2017,Indiana Pacers,110,Philadelphia 76ers,121.0,H
2017,Charlotte Hornets,101,San Antonio Spurs,108.0,H
2017,Toronto Raptors,109,Utah Jazz,100.0,A
2017,Cleveland Cavaliers,130,Washington Wizards,122.0,A
2017,New Orleans Pelicans,96,Chicago Bulls,90.0,A
2017,Golden State Warriors,127,Denver Nuggets,108.0,A
2017,Sacramento Kings,99,Detroit Pistons,108.0,H
2017,Memphis Grizzlies,113,Los Angeles Clippers,104.0,A
2017,Dallas Mavericks,99,Minnesota Timberwolves,112.0,H
2017,Atlanta Hawks,117,Cleveland Cavaliers,115.0,A
2017,Utah Jazz,110,Houston Rockets,137.0,H
2017,Miami Heat,104,Los Angeles Clippers,101.0,A
2017,Memphis Grizzlies,102,Los Angeles Lakers,107.0,H
2017,Charlotte Hornets,94,Minnesota Timberwolves,112.0,H
2017,Indiana Pacers,101,New York Knicks,108.0,H
2017,Boston Celtics,104,Orlando Magic,88.0,A
2017,Oklahoma City Thunder,99,Portland Trail Blazers,103.0,H
2017,Phoenix Suns,95,San Antonio Spurs,112.0,H
2017,Washington Wizards,107,Toronto Raptors,96.0,A
2017,Boston Celtics,110,Atlanta Hawks,107.0,A
2017,Miami Heat,80,Golden State Warriors,97.0,H
2017,Brooklyn Nets,98,Phoenix Suns,92.0,A
2017,Milwaukee Bucks,119,Cleveland Cavaliers,124.0,H
2017,Brooklyn Nets,104,Denver Nuggets,112.0,H
2017,New Orleans Pelicans,117,Indiana Pacers,112.0,A
2017,Charlotte Hornets,113,New York Knicks,118.0,H
2017,Memphis Grizzlies,98,Portland Trail Blazers,97.0,A
2017,Oklahoma City Thunder,86,Sacramento Kings,94.0,H
2017,Los Angeles Clippers,107,San Antonio Spurs,120.0,H
2017,Chicago Bulls,114,Toronto Raptors,119.0,H
2017,Philadelphia 76ers,104,Utah Jazz,97.0,A
2017,Dallas Mavericks,113,Washington Wizards,99.0,A
2017,Los Angeles Lakers,96,Boston Celtics,107.0,H
2017,Indiana Pacers,97,Detroit Pistons,114.0,H
2017,Minnesota Timberwolves,101,Golden State Warriors,125.0,H
2017,New York Knicks,99,Orlando Magic,112.0,H
2017,Miami Heat,126,Phoenix Suns,115.0,A
2017,Oklahoma City Thunder,94,Denver Nuggets,102.0,H
2017,Cleveland Cavaliers,113,Houston Rockets,117.0,H
2017,Philadelphia 76ers,108,Sacramento Kings,109.0,H
2017,New Orleans Pelicans,118,Toronto Raptors,122.0,H
2017,Los Angeles Lakers,95,Washington Wizards,111.0,H
2017,Charlotte Hornets,87,Boston Celtics,90.0,H
2017,Indiana Pacers,105,Chicago Bulls,87.0,A
2017,Atlanta Hawks,104,Detroit Pistons,111.0,H
2017,Los Angeles Clippers,111,Oklahoma City Thunder,120.0,H
2017,Orlando Magic,128,Phoenix Suns,112.0,A
2017,Brooklyn Nets,101,Portland Trail Blazers,97.0,A
2017,Milwaukee Bucks,94,San Antonio Spurs,87.0,A
2017,Miami Heat,84,Utah Jazz,74.0,A
2017,Cleveland Cavaliers,111,Dallas Mavericks,104.0,A
2017,Orlando Magic,107,Denver Nuggets,125.0,H
2017,Philadelphia 76ers,114,Golden State Warriors,135.0,H
2017,Memphis Grizzlies,96,Houston Rockets,111.0,H
2017,Los Angeles Lakers,90,Milwaukee Bucks,98.0,H
2017,Los Angeles Clippers,103,New Orleans Pelicans,111.0,H
2017,Sacramento Kings,91,New York Knicks,118.0,H
2017,Minnesota Timberwolves,110,Phoenix Suns,118.0,H
2017,Chicago Bulls,94,San Antonio Spurs,133.0,H
2017,Brooklyn Nets,106,Utah Jazz,114.0,H
2017,Atlanta Hawks,94,Washington Wizards,113.0,H
2017,Toronto Raptors,94,Boston Celtics,95.0,H
2017,Miami Heat,103,Detroit Pistons,112.0,H
2017,Houston Rockets,118,Indiana Pacers,95.0,A
2017,Dallas Mavericks,99,Oklahoma City Thunder,112.0,H
2017,Orlando Magic,100,Golden State Warriors,110.0,H
2017,Philadelphia 76ers,109,Los Angeles Clippers,105.0,A
2017,Memphis Grizzlies,103,Milwaukee Bucks,110.0,H
2017,Atlanta Hawks,105,New Orleans Pelicans,106.0,H
2017,Cleveland Cavaliers,104,New York Knicks,101.0,A
2017,Los Angeles Lakers,100,Phoenix Suns,93.0,A
2017,Denver Nuggets,82,Portland Trail Blazers,99.0,H
2017,Minnesota Timberwolves,109,Utah Jazz,98.0,A
2017,Sacramento Kings,92,Washington Wizards,110.0,H
2017,Boston Celtics,109,Brooklyn Nets,102.0,A
2017,San Antonio Spurs,97,Dallas Mavericks,91.0,A
2017,Toronto Raptors,129,Houston Rockets,113.0,A
2017,Sacramento Kings,80,Atlanta Hawks,126.0,H
2017,Cleveland Cavaliers,115,Charlotte Hornets,107.0,A
2017,Philadelphia 76ers,115,Los Angeles Lakers,109.0,A
2017,Indiana Pacers,116,Memphis Grizzlies,113.0,A
2017,Washington Wizards,102,Miami Heat,93.0,A
2017,Detroit Pistons,95,Milwaukee Bucks,99.0,H
2017,San Antonio Spurs,86,Minnesota Timberwolves,98.0,H
2017,Toronto Raptors,125,New Orleans Pelicans,116.0,A
2017,Utah Jazz,101,New York Knicks,106.0,H
2017,Chicago Bulls,79,Oklahoma City Thunder,92.0,H
2017,Orlando Magic,94,Portland Trail Blazers,99.0,H
2017,Golden State Warriors,88,Boston Celtics,92.0,H
2017,Houston Rockets,142,Phoenix Suns,116.0,A
2017,Utah Jazz,107,Brooklyn Nets,118.0,H
2017,Charlotte Hornets,120,Chicago Bulls,123.0,H
2017,Los Angeles Clippers,113,Cleveland Cavaliers,118.0,H
2017,Minnesota Timberwolves,111,Dallas Mavericks,87.0,A
2017,New Orleans Pelicans,114,Denver Nuggets,146.0,H
2017,Detroit Pistons,100,Indiana Pacers,107.0,H
2017,Phoenix Suns,122,Los Angeles Lakers,113.0,A
2017,Portland Trail Blazers,82,Sacramento Kings,86.0,H
2017,Oklahoma City Thunder,101,San Antonio Spurs,104.0,H
2017,New York Knicks,84,Toronto Raptors,107.0,H
2017,Miami Heat,91,Washington Wizards,88.0,A
2017,Boston Celtics,110,Atlanta Hawks,99.0,A
2017,Los Angeles Clippers,87,Charlotte Hornets,102.0,H
2017,Milwaukee Bucks,79,Dallas Mavericks,111.0,H
2017,Houston Rockets,105,Memphis Grizzlies,83.0,A
2017,Utah Jazz,125,Orlando Magic,85.0,A
2017,Golden State Warriors,124,Philadelphia 76ers,116.0,A
2017,Sacramento Kings,90,Portland Trail Blazers,102.0,H
2017,Golden State Warriors,118,Brooklyn Nets,111.0,A
2017,Denver Nuggets,109,Los Angeles Lakers,127.0,H
2017,Indiana Pacers,120,Miami Heat,95.0,A
2017,Detroit Pistons,100,Minnesota Timberwolves,97.0,A
2017,Chicago Bulls,105,Phoenix Suns,113.0,H
2017,Washington Wizards,91,Toronto Raptors,100.0,H
2017,Minnesota Timberwolves,102,Charlotte Hornets,118.0,H
2017,Boston Celtics,110,Dallas Mavericks,102.0,A
